county,feature,group,positive_count,negative_count,local_effect,global_effect,smoothed_effect,reliability_level
Gölcük,front_east,front,202,,-0.035953012512755796,-0.014336505829179558,-0.035953012512755796,county
Kartepe,front_east,front,263,,-8.152261351429286e-05,-0.014336505829179558,-8.152261351429286e-05,county
Gölcük,front_north,front,166,,-0.03625278980513538,-0.022315898469370765,-0.03625278980513538,county
Kartepe,front_north,front,130,,-0.009520301283129109,-0.022315898469370765,-0.009520301283129109,county
Gölcük,front_score,front,306,,-0.023146517520762012,-0.011381928478817471,-0.023146517520762012,county
Kartepe,front_score,front,407,,0.0015039790972420023,-0.011381928478817471,0.0015039790972420023,county
Gölcük,front_south,front,217,,-0.027576542850295833,-0.016663457922958536,-0.027576542850295833,county
Kartepe,front_south,front,267,,-0.005822425546417463,-0.016663457922958536,-0.005822425546417463,county
Gölcük,front_west,front,179,,-0.03207589536297731,-0.00953299265030072,-0.03207589536297731,county
Kartepe,front_west,front,203,,0.0008552652173215091,-0.00953299265030072,0.0008552652173215091,county
Gölcük,in_air_conditioner,inside,17,,0.01231903344539039,0.03320636065690419,0.01231903344539039,global_fallback
Kartepe,in_air_conditioner,inside,27,,0.04388371806652348,0.03320636065690419,0.04388371806652348,global_fallback
Gölcük,in_builtin_kitchen,inside,101,,0.03485461382653496,0.038418209828959604,0.03485461382653496,county
Kartepe,in_builtin_kitchen,inside,112,,0.039653198952814994,0.038418209828959604,0.039653198952814994,county
Gölcük,in_dressing_room,inside,8,,0.057217510632329854,0.05619370625172948,0.057217510632329854,global_fallback
Kartepe,in_dressing_room,inside,29,,0.058048510875797266,0.05619370625172948,0.058048510875797266,global_fallback
Gölcük,in_fiber,inside,117,,-0.011049503626729875,0.010649567189739528,-0.011049503626729875,county
Kartepe,in_fiber,inside,169,,0.018694611932481155,0.010649567189739528,0.018694611932481155,county
Gölcük,in_glass_balcony,inside,32,,-0.0185635821970074,-0.00873840251545932,-0.0185635821970074,county
Kartepe,in_glass_balcony,inside,38,,-0.003865959763617478,-0.00873840251545932,-0.003865959763617478,county
Gölcük,in_heat_glass,inside,168,,0.016638451456585438,0.02314733921828882,0.016638451456585438,county
Kartepe,in_heat_glass,inside,247,,0.03211731554053422,0.02314733921828882,0.03211731554053422,county
Gölcük,in_intercom,inside,120,,0.03297386112620432,0.03203713548275644,0.03297386112620432,county
Kartepe,in_intercom,inside,221,,0.03403574720977177,0.03203713548275644,0.03403574720977177,county
Gölcük,in_laminate_floor,inside,206,,-0.017135041162033487,-0.0002479562442658789,-0.017135041162033487,county
Kartepe,in_laminate_floor,inside,278,,0.008015282205966387,-0.0002479562442658789,0.008015282205966387,county
Gölcük,in_pantry,inside,29,,-0.02422267332383274,-0.02656067620469038,-0.02422267332383274,global_fallback
Kartepe,in_pantry,inside,29,,-0.03583149296744956,-0.02656067620469038,-0.03583149296744956,global_fallback
Gölcük,in_parent_bathroom,inside,71,,0.04198510490584227,0.04856832809165379,0.04198510490584227,county
Kartepe,in_parent_bathroom,inside,77,,0.0510009665296693,0.04856832809165379,0.0510009665296693,county
Gölcük,in_pvc,inside,149,,0.0019379512595098073,0.014359876786746995,0.0019379512595098073,county
Kartepe,in_pvc,inside,220,,0.018696337473914627,0.014359876786746995,0.018696337473914627,county
Gölcük,in_smart_home,inside,7,,0.06547394986038889,0.06876329986231866,0.06547394986038889,global_fallback
Kartepe,in_smart_home,inside,18,,0.08398327705306632,0.06876329986231866,0.08398327705306632,global_fallback
Gölcük,in_steel_door,inside,259,,0.0033245107482388304,0.014044122514846435,0.0033245107482388304,county
Kartepe,in_steel_door,inside,334,,0.016186896853738766,0.014044122514846435,0.016186896853738766,county
Gölcük,in_terrace,inside,89,,-0.01853294746354937,-0.02135176795140925,-0.01853294746354937,county
Kartepe,in_terrace,inside,121,,-0.01998408403011285,-0.02135176795140925,-0.01998408403011285,county
Gölcük,near_city_center,nearby,184,,-0.0003970673296030511,0.014440884951799404,-0.0003970673296030511,county
Kartepe,near_city_center,nearby,252,,0.023181722913542983,0.014440884951799404,0.023181722913542983,county
Gölcük,near_hospital,nearby,267,,-0.00825282014271809,0.005161551539593745,-0.00825282014271809,county
Kartepe,near_hospital,nearby,336,,0.010590190254419575,0.005161551539593745,0.010590190254419575,county
Gölcük,near_lake_zero,nearby,2,,0.042439076010268195,0.042439076010268195,0.042439076010268195,global_fallback
Kartepe,near_lake_zero,nearby,1,,0.042439076010268195,0.042439076010268195,0.042439076010268195,global_fallback
Gölcük,near_mall,nearby,99,,0.00793344643121517,0.010579634126449022,0.00793344643121517,county
Kartepe,near_mall,nearby,252,,0.014404000507212189,0.010579634126449022,0.014404000507212189,county
Gölcük,near_market,nearby,288,,0.00986760241117472,0.010653534996356129,0.00986760241117472,county
Kartepe,near_market,nearby,355,,0.004709589086282698,0.010653534996356129,0.004709589086282698,county
Gölcük,near_mosque,nearby,276,,0.01911625857665757,0.013419577459536924,0.01911625857665757,county
Kartepe,near_mosque,nearby,337,,0.005525421676861744,0.013419577459536924,0.005525421676861744,county
Gölcük,near_park,nearby,247,,0.008979113081070956,0.014753623152024886,0.008979113081070956,county
Kartepe,near_park,nearby,305,,0.017943739697357557,0.014753623152024886,0.017943739697357557,county
Gölcük,near_pharmacy,nearby,240,,0.009538573243801255,0.0156848990769074,0.009538573243801255,county
Kartepe,near_pharmacy,nearby,332,,0.019183723651156216,0.0156848990769074,0.019183723651156216,county
Gölcük,near_school,nearby,290,,0.011858484067340816,0.011745264800111954,0.011858484067340816,county
Kartepe,near_school,nearby,349,,0.005104445919902827,0.011745264800111954,0.005104445919902827,county
Gölcük,near_sea_zero,nearby,8,,0.04715536588737642,0.05569909679848628,0.04715536588737642,global_fallback
Kartepe,near_sea_zero,nearby,2,,0.05569909679848628,0.05569909679848628,0.05569909679848628,global_fallback
Gölcük,near_university,nearby,61,,-0.04569927553175404,-0.021577790012564435,-0.04569927553175404,county
Kartepe,near_university,nearby,136,,-0.0009738680341070229,-0.021577790012564435,-0.0009738680341070229,county
Gölcük,out_camera,outside,81,,0.038352927213882664,0.057155257382003555,0.038352927213882664,county
Kartepe,out_camera,outside,161,,0.06693510591312644,0.057155257382003555,0.06693510591312644,county
Gölcük,out_children_playground,outside,55,,0.02001805815077695,0.030810160556138833,0.02001805815077695,county
Kartepe,out_children_playground,outside,145,,0.04169360488730714,0.030810160556138833,0.04169360488730714,county
Gölcük,out_closed_pool,outside,1,,0.02164113352975061,0.02164113352975061,0.02164113352975061,global_fallback
Kartepe,out_closed_pool,outside,41,,0.02498680218994683,0.02164113352975061,0.02498680218994683,county
Gölcük,out_generator,outside,1,,0.015931448379298274,0.015931448379298274,0.015931448379298274,global_fallback
Kartepe,out_generator,outside,25,,0.019406695088736825,0.015931448379298274,0.019406695088736825,global_fallback
Gölcük,out_heat_insulation,outside,216,,0.009154009392404584,0.011677563360843024,0.009154009392404584,county
Kartepe,out_heat_insulation,outside,291,,0.00664094495273145,0.011677563360843024,0.00664094495273145,county
Gölcük,out_hydrofor,outside,9,,0.046518262843237936,0.046174075930105474,0.046518262843237936,global_fallback
Kartepe,out_hydrofor,outside,26,,0.04422916140103063,0.046174075930105474,0.04422916140103063,global_fallback
Gölcük,out_open_pool,outside,37,,0.07942776791132092,0.08925579949660456,0.07942776791132092,county
Kartepe,out_open_pool,outside,101,,0.09723088915557487,0.08925579949660456,0.09723088915557487,county
Gölcük,out_pool,outside,38,,0.0751579015575931,0.08455816012476447,0.0751579015575931,county
Kartepe,out_pool,outside,105,,0.09319569353418343,0.08455816012476447,0.09319569353418343,county
Gölcük,out_sauna_hamam,outside,6,,0.10287155891831773,0.09134256576595234,0.10287155891831773,global_fallback
Kartepe,out_sauna_hamam,outside,53,,0.09083632863641561,0.09134256576595234,0.09083632863641561,county
Gölcük,out_security,outside,27,,0.05977789169578693,0.059619429044037275,0.05977789169578693,global_fallback
Kartepe,out_security,outside,104,,0.05653056952836677,0.059619429044037275,0.05653056952836677,county
Gölcük,out_sound_insulation,outside,148,,0.012688469821004366,0.013558684084761907,0.012688469821004366,county
Kartepe,out_sound_insulation,outside,244,,0.00652519531397708,0.013558684084761907,0.00652519531397708,county
Gölcük,out_sports_area,outside,25,,0.03809369973315757,0.03074923419477038,0.03809369973315757,global_fallback
Kartepe,out_sports_area,outside,80,,0.03029495798039601,0.03074923419477038,0.03029495798039601,county
Gölcük,subtype_duplex,subtype,271,,-0.014903901383433242,-0.023905684156115825,-0.014903901383433242,county
Kartepe,subtype_duplex,subtype,258,,-0.03494185556258633,-0.023905684156115825,-0.03494185556258633,county
Gölcük,subtype_garden_duplex,subtype,83,,-0.03427650614924007,-0.02413800381876463,-0.03427650614924007,county
Kartepe,subtype_garden_duplex,subtype,11,,0.004023063088129875,-0.02413800381876463,0.004023063088129875,global_fallback
Gölcük,subtype_middle_floor,subtype,58,,0.06618913036329398,0.06440928668711443,0.06618913036329398,county
Kartepe,subtype_middle_floor,subtype,104,,0.07057479718298276,0.06440928668711443,0.07057479718298276,county
Gölcük,subtype_reverse_duplex,subtype,10,,0.06885582099908986,0.07142291480267371,0.06885582099908986,global_fallback
Kartepe,subtype_reverse_duplex,subtype,8,,0.07490756752349917,0.07142291480267371,0.07490756752349917,global_fallback
Gölcük,subtype_roof_duplex,subtype,160,,-0.019544586120879486,-0.025611948339276047,-0.019544586120879486,county
Kartepe,subtype_roof_duplex,subtype,170,,-0.028468900667928076,-0.025611948339276047,-0.028468900667928076,county
Gölcük,subtype_top_floor,subtype,34,,-0.022261688828588762,-0.011423894718150862,-0.022261688828588762,county
Kartepe,subtype_top_floor,subtype,83,,-0.00747931049311854,-0.011423894718150862,-0.00747931049311854,county
Gölcük,subtype_triplex,subtype,0,,-0.32262664799521623,-0.32262664799521623,-0.32262664799521623,global_fallback
Kartepe,subtype_triplex,subtype,3,,-0.3223281571630448,-0.32262664799521623,-0.3223281571630448,global_fallback
Gölcük,transport_airport,transport,1,,0.021363054657742353,0.021363054657742353,0.021363054657742353,global_fallback
Kartepe,transport_airport,transport,54,,0.02143925892205112,0.021363054657742353,0.02143925892205112,county
Gölcük,transport_bus_stop,transport,243,,9.461435837077622e-05,0.011394573549832643,9.461435837077622e-05,county
Kartepe,transport_bus_stop,transport,322,,0.013155964347453855,0.011394573549832643,0.013155964347453855,county
Gölcük,transport_e5,transport,104,,0.03025515118615877,0.02018009670864984,0.03025515118615877,county
Kartepe,transport_e5,transport,205,,0.010127386355753075,0.02018009670864984,0.010127386355753075,county
Gölcük,transport_main_road,transport,222,,0.011310372475911438,0.01501748536650549,0.011310372475911438,county
Kartepe,transport_main_road,transport,312,,0.013648811065562552,0.01501748536650549,0.013648811065562552,county
Gölcük,transport_metro,transport,3,,0.08389077884070102,0.09343226565116858,0.08389077884070102,global_fallback
Kartepe,transport_metro,transport,14,,0.0984032868480558,0.09343226565116858,0.0984032868480558,global_fallback
Gölcük,transport_minibus,transport,268,,0.005229660695799181,0.017465885445414386,0.005229660695799181,county
Kartepe,transport_minibus,transport,281,,0.025083086506987828,0.017465885445414386,0.025083086506987828,county
Gölcük,transport_score,transport,297,,0.00699843615676719,0.012772771577493458,0.00699843615676719,county
Kartepe,transport_score,transport,371,,0.01047808850622366,0.012772771577493458,0.01047808850622366,county
Gölcük,transport_tem,transport,7,,-0.0018839420528523549,-0.00514580406907772,-0.0018839420528523549,global_fallback
Kartepe,transport_tem,transport,85,,-0.0036751640001879363,-0.00514580406907772,-0.0036751640001879363,county
Gölcük,transport_train,transport,1,,-0.0567923167457014,-0.0567923167457014,-0.0567923167457014,global_fallback
Kartepe,transport_train,transport,30,,-0.061765167578061164,-0.0567923167457014,-0.061765167578061164,county
Gölcük,transport_tram,transport,0,,0.02036270344120439,0.02036270344120439,0.02036270344120439,global_fallback
Kartepe,transport_tram,transport,15,,0.021707868966860187,0.02036270344120439,0.021707868966860187,global_fallback
Gölcük,view_bosphorus,view,5,,0.040444902941065036,0.0435724390501111,0.040444902941065036,global_fallback
Kartepe,view_bosphorus,view,2,,0.0435724390501111,0.0435724390501111,0.0435724390501111,global_fallback
Gölcük,view_city,view,193,,-0.017096939805807447,0.0023468987374313244,-0.017096939805807447,county
Kartepe,view_city,view,241,,0.014582159443279813,0.0023468987374313244,0.014582159443279813,county
Gölcük,view_lake,view,0,,-0.008493387161319532,-0.008493387161319532,-0.008493387161319532,global_fallback
Kartepe,view_lake,view,4,,-0.008106386394349985,-0.008493387161319532,-0.008106386394349985,global_fallback
Gölcük,view_nature,view,170,,0.010069265435566358,0.009018181522489677,0.010069265435566358,county
Kartepe,view_nature,view,188,,0.0034234868932470127,0.009018181522489677,0.0034234868932470127,county
Gölcük,view_park_green,view,176,,-0.004948625971209283,0.014359876786746995,-0.004948625971209283,county
Kartepe,view_park_green,view,223,,0.02866822513137067,0.014359876786746995,0.02866822513137067,county
Gölcük,view_pool,view,17,,0.10827952552035777,0.1279485529992499,0.10827952552035777,global_fallback
Kartepe,view_pool,view,35,,0.13815268578365186,0.1279485529992499,0.13815268578365186,county
Gölcük,view_river,view,0,,0.0,0.0,0.0,global_fallback
Kartepe,view_river,view,1,,0.0,0.0,0.0,global_fallback
Gölcük,view_score,view,302,,-0.00734656981636167,0.011563278557664702,-0.00734656981636167,county
Kartepe,view_score,view,348,,0.01540919693515044,0.011563278557664702,0.01540919693515044,county
Gölcük,view_sea,view,125,,0.02419230172179481,0.03376753729205184,0.02419230172179481,county
Kartepe,view_sea,view,2,,0.03376753729205184,0.03376753729205184,0.03376753729205184,global_fallback
