district,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Sepetlipınar Mh.,1,0.33166737740050506,0.33166737740050506,8291.684435012627,8291.684435012627,25000.0,33291.68443501263
Seymen Mah.,10,0.19480843264200962,0.14042097345840507,7823.6627448963645,5583.794851949329,44081.542,41618.81689276596
Karşıyaka Mh.,4,0.18407186701543915,0.18062097543127753,12542.59866365904,11670.780179332018,67031.82,54489.22133634096
Bahçecik Kılıçaslan Mh.,11,0.18243261117580778,0.11352282330692325,7070.451439680168,4928.130481119675,42051.83090909091,41474.08570373179
Bahçecik Şehitekrem Mh.,2,0.18165777215598183,0.18165777215598183,6696.8640969165535,6696.8640969165535,37152.78,37104.87340731008
Sahil Mah.,3,0.17030704019553697,0.17600588986312324,5788.287707344572,5366.0323689689285,35550.026666666665,39688.59039739631
Atakent Mah.,5,0.16347539019625432,0.16868632890816226,8429.68703857493,6282.111675673856,47155.418,42566.46143315772
Körfez Mh.,11,0.14358577931568264,0.09890934288428636,5315.095104582565,4193.756138293742,35762.35999999999,34720.24376811559
Döngel Mh.,39,0.13786717403000626,0.11950891817451155,5771.979475793776,4562.522362452211,40185.3958974359,39085.65296138543
Kullar Yakacık Mh.,24,0.12411997013444474,0.11876713420544463,4999.307667721757,4955.928352196632,39630.2175,39154.399448911434
Kullar Tepecik Mh.,11,0.11995126237836053,0.0752464223999171,4597.263264376854,3061.161411717396,38974.27636363636,37550.54977283067
Barbaros Mah.,108,0.11441110214265801,0.09522095655188376,4792.883643702511,3939.1965623569013,41193.614074074074,40526.26804241687
Paşadağ Mh.,113,0.11281274797885914,0.09171370014187948,4661.01906138664,3588.7965234428048,41525.32654867257,41042.05528185218
Serdar Mah.,38,0.1090362201249961,0.0835740031032364,4218.815743336945,3271.168306566906,37623.35236842106,37036.571635994966
Fatih Mah.,194,0.10813063781659253,0.08953800841180265,4449.250235067801,3639.60624208473,41636.47659793814,41469.59472930608
Aydınkent Mh.,21,0.10614309690416882,0.08488677265478183,3942.86216255075,2986.7572243453033,37026.04285714286,38117.501581254066
Mahmutpaşa Mh.,26,0.1045239580284664,0.11146464092175466,4498.324147827204,4634.444298879858,43813.14692307693,44099.91170794633
Yeşilyurt Mh.,201,0.0989619643198349,0.07922924724784636,4270.588949010929,3243.706016410142,41696.01975124378,41156.81583728189
Yaylacık Mh.,35,0.08892648045374493,0.06747956481293517,3649.850798072174,3249.4849427006993,42852.42228571429,42536.33292294035
Kullar Merkez Mh.,7,0.08737336887213576,0.06102299093784987,3023.4641983921715,2436.772115741136,38300.97571428572,38926.945217613036
Havuzlubahçe Mh.,10,0.08684752498345658,0.061792534631535084,2736.256321689434,1888.8604228241384,31740.775,31761.954711110426
Altınkent Mh.,24,0.07420463219725472,0.06974319814066808,2745.2770885352934,2254.606305462192,35407.8325,35024.697840468936
Yeniköy Merkez Mh.,10,0.07106067052274112,0.0593812135387584,2743.04017211228,2207.57272146819,38734.704,38507.57637058327
Damlar Mah.,5,0.058512937337820405,0.026996029166428237,2225.677710844403,1069.3232437335973,39906.932,39873.78246810047
Vezirçiftliği Mh.,1,0.052326281791679946,0.052326281791679946,1875.0249231142589,1875.0249231142589,35833.33,37708.35492311426
Yeşilkent Mh.,5,0.0439704543587891,0.022782529448715505,1257.57244675435,711.9540452723595,29533.484000000004,29682.774849110243
