district,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Ulaşlı Yalı Mh.,2,0.4773861799284599,0.4773861799284599,12069.681188643244,12069.681188643244,27393.165,26578.402938516523
Acısu Mh.,1,0.43047505039605527,0.43047505039605527,26360.552967050826,26360.552967050826,61235.96,34875.40703294917
Şevkatiye Mh.,1,0.3938822820602244,0.3938822820602244,10400.9540106528,10400.9540106528,26406.25,36807.2040106528
Durhasan Mh.,1,0.3104676185671754,0.3104676185671754,9737.394620398205,9737.394620398205,31363.64,41101.034620398204
Yuvacık Yakacık Mh.,1,0.24689066507161617,0.24689066507161617,8071.426158627448,8071.426158627448,32692.31,40763.73615862745
Dereköy Mh.,12,0.24544961936652757,0.18163626675756153,6806.689495267156,5516.732447683604,30411.850833333334,32190.674050114205
Rahmiye Mah.,6,0.2315345272185361,0.2289166641323787,9393.873477884146,9486.18112305014,42023.53166666667,42078.95659784838
Yalakdere Mh.,1,0.23106003171766507,0.23106003171766507,12918.35610870579,12918.35610870579,55909.09,42990.73389129421
Akçakoca Mh.,22,0.2309241480939396,0.20117018977327633,6066.598933077374,6323.6809391874995,27434.883181818182,26426.618755458636
Çukurbağ Mh.,27,0.20783447474313455,0.19797779671123086,5723.19521188656,5360.613928217339,27429.102592592593,26665.69889153308
Sahil Mah.,7,0.20616063893326006,0.21794942866358386,10356.487332025255,6515.407148212951,42624.28428571428,40855.26371931173
Arızlı Mh.,2,0.20301811787327856,0.20301811787327856,6647.20500257307,6647.20500257307,32579.364999999998,39226.57000257307
Bahçecik Şehitekrem Mh.,5,0.19956846690294866,0.19336534837343056,8522.221176206747,7842.039987879565,41036.438,39325.58028118401
Tepecik Mah.,24,0.1995660932301502,0.18021545100007447,5211.01458661416,5238.682386779623,28886.956666666665,29196.572727477604
Maşukiye Mh.,11,0.1876550669070981,0.13236674080439753,7845.4435738629745,6348.512733759744,44085.38363636364,44459.56980623921
Ulaşlı Yavuz Sultan Selim Mh.,8,0.18450246261857062,0.1635207955658332,5896.544788571286,5364.526439190213,30427.38625,30454.236003241065
Uzuntarla Mh.,5,0.18324576451465194,0.15275100736714958,6384.256244229959,6158.485985000916,36251.865999999995,40172.72785022959
Yenidoğan Mh.,15,0.18021757423683735,0.14046378990176864,5310.686913214804,4652.863040496086,31812.518,32594.683187828206
Atakent Mah.,16,0.17921957059684024,0.16371088880528478,7503.196797255379,6146.17434203664,41882.774375,40440.118774038245
Seymen Mah.,21,0.17625677719412505,0.12499140814146095,7243.406301668628,5145.7889994932775,41955.845714285715,40450.86718902409
Karabaş Mh.,54,0.1747994491639344,0.16332446405110246,5036.847573593165,3862.0883655181533,28882.636111111115,27909.21471376679
Değirmendere Yalı Mh.,34,0.1710869396937489,0.17211424513351586,5603.974738863619,4787.158457033784,32487.920588235294,30462.055221144365
