canonical_id,raw_variants,n_variants,total_count,median_unit_price_by_variant,max_variant_price_gap,warning,county
izmit::yildiz,yildiz konutlari,1,4,"{""yildiz konutlari"": 61328.13}",0.0,,izmit
izmit::green_hill_city,green hill city,1,1,"{""green hill city"": 47413.79}",0.0,,izmit
izmit::myra_3,myra-3 sitesi,1,1,"{""myra-3 sitesi"": 51866.67}",0.0,,izmit
izmit::akarca,yeni akarca konutlari,1,1,"{""yeni akarca konutlari"": 38266.67}",0.0,,izmit
izmit::terrace_yahyakaptan,terrace yahyakaptan,1,3,"{""terrace yahyakaptan"": 57225.81}",0.0,,izmit
izmit::yuvam_akarca,yuvam akarca evleri | yuvam izmit akarca evleri,2,3,"{""yuvam izmit akarca evleri"": 36203.705, ""yuvam akarca evleri"": 36956.52}",752.814999999995,,izmit
izmit::jasmine_country,jasmine country sitesi,1,1,"{""jasmine country sitesi"": 42000.0}",0.0,,izmit
izmit::kavanium,izmit kavanium sitesi | kavanium,2,2,"{""kavanium"": 50342.47, ""izmit kavanium sitesi"": 46842.11}",3500.3600000000006,,izmit
izmit::kavanium_833_ada,kavanium 833 ada,1,1,"{""kavanium 833 ada"": 54471.54}",0.0,,izmit
izmit::armonia,armonia rezidans,1,1,"{""armonia rezidans"": 76785.71}",0.0,,izmit
izmit::kavanya_koru,kavanya koru | kavanya koru sitesi,2,7,"{""kavanya koru"": 46088.32, ""kavanya koru sitesi"": 45217.39}",870.9300000000003,,izmit
izmit::sekbanli_toki,sekbanli toki konutlari,1,3,"{""sekbanli toki konutlari"": 30454.55}",0.0,,izmit
izmit::sepetci_toki,izmit sepetci toki konutlari | sepetci toki konutlari,2,4,"{""sepetci toki konutlari"": 41500.0, ""izmit sepetci toki konutlari"": 41401.87}",98.12999999999738,,izmit
izmit::golkent_turkuaz,golkent turkuaz evleri,1,1,"{""golkent turkuaz evleri"": 42405.06}",0.0,,izmit
izmit::cef_city_golpark,cef city golpark,1,1,"{""cef city golpark"": 38181.82}",0.0,,izmit
izmit::semt,semt kocaeli sitesi,1,1,"{""semt kocaeli sitesi"": 58116.88}",0.0,,izmit
izmit::sea_life_41,izmit sea life 41 sitesi,1,1,"{""izmit sea life 41 sitesi"": 48333.33}",0.0,,izmit
izmit::solin,solin konutlari,1,1,"{""solin konutlari"": 36923.08}",0.0,,izmit
izmit::vista,vista evleri,1,1,"{""vista evleri"": 37575.76}",0.0,,izmit
izmit::ozgur,ozgur sitesi,1,1,"{""ozgur sitesi"": 23703.7}",0.0,,izmit
izmit::turkoz,turkoz sitesi,1,1,"{""turkoz sitesi"": 56818.18}",0.0,,izmit
izmit::ogretmenler,ogretmenler sitesi,1,1,"{""ogretmenler sitesi"": 21818.18}",0.0,,izmit
izmit::emniyetciler,emniyetciler sitesi,1,1,"{""emniyetciler sitesi"": 25000.0}",0.0,,izmit
izmit::plajyolu,plajyolu site,1,1,"{""plajyolu site"": 38461.54}",0.0,,izmit
izmit::baris_sitesi_2,baris sitesi 2,1,1,"{""baris sitesi 2"": 25518.52}",0.0,,izmit
izmit::sehrin_yildizi,sehrin yildizi sitesi,1,1,"{""sehrin yildizi sitesi"": 44545.45}",0.0,,izmit
izmit::erenler_cedit,erenler cedit konutlari,1,2,"{""erenler cedit konutlari"": 45868.965}",0.0,,izmit
izmit::izmitkent_konutlari_3,izmitkent konutlari 3. etap,1,4,"{""izmitkent konutlari 3. etap"": 37753.675}",0.0,,izmit
izmit::izmitkent_konutlari_5,izmitkent konutlari 5. etap,1,3,"{""izmitkent konutlari 5. etap"": 41176.47}",0.0,,izmit
izmit::izmitkent_konutlari_2,izmitkent konutlari 2. etap,1,2,"{""izmitkent konutlari 2. etap"": 35281.33}",0.0,,izmit
izmit::bagtepe,bagtepe evleri,1,1,"{""bagtepe evleri"": 55625.0}",0.0,,izmit
izmit::tadu_concept,tadu concept residence,1,1,"{""tadu concept residence"": 60000.0}",0.0,,izmit
izmit::dunya_bankasi_konutlari_27_ada,dunya bankasi konutlari 27. ada,1,1,"{""dunya bankasi konutlari 27. ada"": 35111.11}",0.0,,izmit
izmit::diamond_prestige_2,diamond prestige 2,1,1,"{""diamond prestige 2"": 47717.39}",0.0,,izmit
izmit::kent,izmit kent,1,1,"{""izmit kent"": 31428.57}",0.0,,izmit
izmit::akcakoca,akcakoca konutlari,1,1,"{""akcakoca konutlari"": 29166.67}",0.0,,izmit
izmit::sudeks_bagcesme,sudeks bagcesme konutlari,1,1,"{""sudeks bagcesme konutlari"": 47142.86}",0.0,,izmit
izmit::tavsantepe_toki,izmit tavsantepe toki konutlari,1,1,"{""izmit tavsantepe toki konutlari"": 29600.0}",0.0,,izmit
izmit::remax_dream_avenue,remax dream avenue rezidans,1,1,"{""remax dream avenue rezidans"": 51666.67}",0.0,,izmit
izmit::tuana_evleri_2,tuana evleri 2,1,1,"{""tuana evleri 2"": 57547.17}",0.0,,izmit
izmit::tuana_evleri_3,tuana evleri 3,1,3,"{""tuana evleri 3"": 63084.11}",0.0,,izmit
izmit::hanzade,hanzade evleri,1,1,"{""hanzade evleri"": 50588.24}",0.0,,izmit
izmit::masiva_kozluk,masiva kozluk,1,1,"{""masiva kozluk"": 47159.09}",0.0,,izmit
izmit::anadolu,anadolu evleri,1,1,"{""anadolu evleri"": 25000.0}",0.0,,izmit
izmit::akcakent_1,akcakent 1 konutlari,1,1,"{""akcakent 1 konutlari"": 42000.0}",0.0,,izmit
izmit::saray_evleri_anemon,saray evleri anemon sitesi,1,1,"{""saray evleri anemon sitesi"": 61250.0}",0.0,,izmit
izmit::seka,seka sitesi,1,1,"{""seka sitesi"": 19230.77}",0.0,,izmit
izmit::asrin_saraylari_2,asrin saraylari 2,1,1,"{""asrin saraylari 2"": 42222.22}",0.0,,izmit
basiskele::barbaros_mh,basiskele barbaros mh site,1,1,"{""basiskele barbaros mh site"": 42253.52}",0.0,,basiskele
basiskele::ceneviz_adalari,ceneviz adalari projesi,1,2,"{""ceneviz adalari projesi"": 48076.925}",0.0,,basiskele
basiskele::kolayli_kullar,kolayli kullar sitesi,1,1,"{""kolayli kullar sitesi"": 48333.33}",0.0,,basiskele
basiskele::evimiz_kocaeli,evimiz kocaeli,1,3,"{""evimiz kocaeli"": 39637.31}",0.0,,basiskele
basiskele::elitium_trio,elitium trio sitesi,1,3,"{""elitium trio sitesi"": 42129.63}",0.0,,basiskele
basiskele::ustgrup_mezire,ustgrup mezire,1,1,"{""ustgrup mezire"": 49484.62}",0.0,,basiskele
basiskele::yagmurkent,yagmurkent sitesi,1,1,"{""yagmurkent sitesi"": 57692.31}",0.0,,basiskele
basiskele::kirazli_kent,kirazli kent sitesi,1,4,"{""kirazli kent sitesi"": 31142.095}",0.0,,basiskele
basiskele::ara,ara kat daire site,1,1,"{""ara kat daire site"": 55312.5}",0.0,,basiskele
basiskele::ust_deniz_manzarali_asansorlu,ust kat deniz manzarali asansorlu site,1,1,"{""ust kat deniz manzarali asansorlu site"": 32379.31}",0.0,,basiskele
basiskele::ust_park_atakent,ust park atakent,1,1,"{""ust park atakent"": 37241.38}",0.0,,basiskele
basiskele::armoni_2,armoni 2 evleri,1,1,"{""armoni 2 evleri"": 49583.33}",0.0,,basiskele
basiskele::bahcekent_konutlari,bahcekent konutlari,1,4,"{""bahcekent konutlari"": 31272.445}",0.0,,basiskele
basiskele::ustpark_yuvacik,ustpark yuvacik sitesi,1,2,"{""ustpark yuvacik sitesi"": 42667.46}",0.0,,basiskele
basiskele::yuvana_evleri,yuvana evleri,1,1,"{""yuvana evleri"": 35166.67}",0.0,,basiskele
basiskele::royal_country,royal country,1,3,"{""royal country"": 43548.39}",0.0,,basiskele
basiskele::doga,doga evleri,1,2,"{""doga evleri"": 35457.425}",0.0,,basiskele
basiskele::zeray_gunesi,zeray gunesi sitesi,1,7,"{""zeray gunesi sitesi"": 42229.73}",0.0,,basiskele
basiskele::manar_terrace,manar terrace,1,1,"{""manar terrace"": 35454.55}",0.0,,basiskele
basiskele::yuvacik_pasadagi_mh,yuvacik pasadagi mh. site,1,1,"{""yuvacik pasadagi mh. site"": 57241.38}",0.0,,basiskele
basiskele::royal_city_akkurt,royal city akkurt,1,2,"{""royal city akkurt"": 34981.58}",0.0,,basiskele
basiskele::ust_park_yuvacik,ust park yuvacik,1,1,"{""ust park yuvacik"": 36750.0}",0.0,,basiskele
basiskele::orka_life_2,orka life 2 sitesi,1,2,"{""orka life 2 sitesi"": 45666.665}",0.0,,basiskele
basiskele::zeray_kent,zeray kent,1,1,"{""zeray kent"": 47368.42}",0.0,,basiskele
basiskele::aydinkent,aydinkent konutlari,1,1,"{""aydinkent konutlari"": 27727.27}",0.0,,basiskele
basiskele::secret_garden,secret garden,1,1,"{""secret garden"": 43000.0}",0.0,,basiskele
basiskele::zeray_korupark,zeray korupark,1,1,"{""zeray korupark"": 45989.3}",0.0,,basiskele
basiskele::aurapark,aurapark,1,1,"{""aurapark"": 42857.14}",0.0,,basiskele
basiskele::tinaztepede,basiskele tinaztepede site,1,1,"{""basiskele tinaztepede site"": 48843.28}",0.0,,basiskele
basiskele::esila_park,esila park sitesi,1,3,"{""esila park sitesi"": 44516.13}",0.0,,basiskele
basiskele::mahall_yuvacik_2,mahall yuvacik 2,1,2,"{""mahall yuvacik 2"": 44758.065}",0.0,,basiskele
basiskele::emar_delux_yuvacik,emar delux yuvacik,1,3,"{""emar delux yuvacik"": 35151.52}",0.0,,basiskele
basiskele::yuvacik_kalici_konutlari_2_ada,yuvacik kalici konutlari 2 ada,1,1,"{""yuvacik kalici konutlari 2 ada"": 32727.27}",0.0,,basiskele
basiskele::yesilyurt_mah_durupark,basiskele yesilyurt mah.durupark evleri,1,1,"{""basiskele yesilyurt mah.durupark evleri"": 48058.25}",0.0,,basiskele
basiskele::teras_marmara,teras marmara,1,1,"{""teras marmara"": 37500.0}",0.0,,basiskele
basiskele::yesilyurt_mahallesin_de,basiskele yesilyurt mahallesin'de site,1,1,"{""basiskele yesilyurt mahallesin'de site"": 32708.33}",0.0,,basiskele
basiskele::orka_life,orka life,1,1,"{""orka life"": 63636.36}",0.0,,basiskele
basiskele::mamik_reform,mamik reform,1,1,"{""mamik reform"": 50500.0}",0.0,,basiskele
basiskele::terasta_life,terasta life,1,1,"{""terasta life"": 36363.64}",0.0,,basiskele
golcuk::ocak,ocak sitesi,1,1,"{""ocak sitesi"": 27083.33}",0.0,,golcuk
golcuk::sengun,sengun sitesi,1,2,"{""sengun sitesi"": 24589.29}",0.0,,golcuk
golcuk::degirmendere_ervatan,degirmendere ervatan sitesi,1,1,"{""degirmendere ervatan sitesi"": 24964.29}",0.0,,golcuk
golcuk::kurtulus,kurtulus sitesi,1,1,"{""kurtulus sitesi"": 20869.57}",0.0,,golcuk
golcuk::aylan_1,aylan 1 sitesi,1,1,"{""aylan 1 sitesi"": 30384.62}",0.0,,golcuk
golcuk::true_life,true life,1,3,"{""true life"": 22307.69}",0.0,,golcuk
golcuk::mercan_bagkent,mercan bagkent sitesi,1,1,"{""mercan bagkent sitesi"": 32000.0}",0.0,,golcuk
golcuk::turkuaz,turkuaz evleri,1,1,"{""turkuaz evleri"": 42916.67}",0.0,,golcuk
golcuk::azra_6,azra 6 sitesi,1,1,"{""azra 6 sitesi"": 41000.0}",0.0,,golcuk
golcuk::vadi_degirmendere,vadi degirmendere,1,2,"{""vadi degirmendere"": 42644.520000000004}",0.0,,golcuk
golcuk::revna_life,revna life,1,1,"{""revna life"": 45517.24}",0.0,,golcuk
golcuk::degirmendere_merkezi_konum_evim_kent,degirmendere merkezi konum evim kent,1,1,"{""degirmendere merkezi konum evim kent"": 19200.0}",0.0,,golcuk
golcuk::rakicioglu,rakicioglu sitesi,1,1,"{""rakicioglu sitesi"": 27517.24}",0.0,,golcuk
golcuk::hasdayi,hasdayi sitesi,1,2,"{""hasdayi sitesi"": 26609.6}",0.0,,golcuk
golcuk::degirmendere_konaklari,degirmendere konaklari,1,1,"{""degirmendere konaklari"": 40800.0}",0.0,,golcuk
golcuk::kavanium,kavanium,1,4,"{""kavanium"": 41858.975000000006}",0.0,,golcuk
golcuk::muhammet_ali_torunogullari,muhammet ali torunogullari sitesi,1,1,"{""muhammet ali torunogullari sitesi"": 36538.46}",0.0,,golcuk
golcuk::toki_konutlari,toki konutlari,1,1,"{""toki konutlari"": 31666.67}",0.0,,golcuk
golcuk::mavi_sehir,mavi sehir,1,2,"{""mavi sehir"": 36139.115000000005}",0.0,,golcuk
golcuk::remaxcakra_omer_onayci_dan,remaxcakra omer onayci'dan site,1,1,"{""remaxcakra omer onayci'dan site"": 39166.67}",0.0,,golcuk
golcuk::toki_sivritepe,toki sivritepe konutlari,1,4,"{""toki sivritepe konutlari"": 33837.035}",0.0,,golcuk
golcuk::subasi,subasi konutlari,1,1,"{""subasi konutlari"": 35789.47}",0.0,,golcuk
golcuk::80_ine_kredi_imkamli,80 ine kredi imkamli site,1,1,"{""80 ine kredi imkamli site"": 40526.32}",0.0,,golcuk
golcuk::baris_vizyon_deluxe,baris vizyon deluxe,1,1,"{""baris vizyon deluxe"": 45454.55}",0.0,,golcuk
golcuk::kavanium_2,kavanium 2. etap,1,1,"{""kavanium 2. etap"": 48500.0}",0.0,,golcuk
golcuk::satilik_daire_toki_konutlari,satilik daire toki konutlari,1,1,"{""satilik daire toki konutlari"": 35909.09}",0.0,,golcuk
golcuk::sehri_torunoglu,sehri torunoglu sitesi,1,1,"{""sehri torunoglu sitesi"": 37800.0}",0.0,,golcuk
golcuk::ilica_evleri_3,ilica evleri 3,1,1,"{""ilica evleri 3"": 24444.44}",0.0,,golcuk
golcuk::full_deniz_manzarali,full deniz manzarali site,1,1,"{""full deniz manzarali site"": 25483.87}",0.0,,golcuk
basiskele::iskar_elit_kent,iskar elit kent,1,2,"{""iskar elit kent"": 36692.31}",0.0,,basiskele
basiskele::aydinkent_kalici_konutlari_19_ada,aydinkent kalici konutlari 19 ada,1,1,"{""aydinkent kalici konutlari 19 ada"": 30454.55}",0.0,,basiskele
basiskele::barbaros_mah,basiskele barbaros mah. site,1,1,"{""basiskele barbaros mah. site"": 30962.34}",0.0,,basiskele
golcuk::golcuk_ihsaniye_balaban_yasam,golcuk ihsaniye balaban yasam sitesi,1,1,"{""golcuk ihsaniye balaban yasam sitesi"": 45112.78}",0.0,,golcuk
golcuk::emek,emek sitesi,1,1,"{""emek sitesi"": 27314.81}",0.0,,golcuk
kartepe::guldeste_sitesi_2,guldeste sitesi 2,1,1,"{""guldeste sitesi 2"": 30588.24}",0.0,,kartepe
kartepe::meltem,meltem sitesi,1,1,"{""meltem sitesi"": 35769.23}",0.0,,kartepe
kartepe::dosteller,dosteller sitesi,1,1,"{""dosteller sitesi"": 40000.0}",0.0,,kartepe
kartepe::kartepe_ibrikdere_butik,kartepe ibrikdere satilik butik site,1,1,"{""kartepe ibrikdere satilik butik site"": 30000.0}",0.0,,kartepe
kartepe::krediye_eminevime_uygun_butik,krediye eminevime uygun butik site,1,1,"{""krediye eminevime uygun butik site"": 41990.0}",0.0,,kartepe
kartepe::kartepe_ataevler,kocaeli kartepe ataevler site,1,1,"{""kocaeli kartepe ataevler site"": 34166.67}",0.0,,kartepe
kartepe::dorukpark,dorukpark evleri,1,3,"{""dorukpark evleri"": 37647.06}",0.0,,kartepe
kartepe::aykent,aykent sitesi,1,1,"{""aykent sitesi"": 29571.43}",0.0,,kartepe
kartepe::merkezi_konum_havuzlu_ve_asansorlu,merkezi konum havuzlu ve asansorlu site,1,1,"{""merkezi konum havuzlu ve asansorlu site"": 45461.54}",0.0,,kartepe
kartepe::carpediem_kartepe,carpediem kartepe,1,1,"{""carpediem kartepe"": 55000.0}",0.0,,kartepe
kartepe::emar_delux,emar delux | emar delux sitesi,2,3,"{""emar delux sitesi"": 40625.0, ""emar delux"": 40900.0}",275.0,,kartepe
kartepe::yonca,yonca sitesi,1,1,"{""yonca sitesi"": 30384.62}",0.0,,kartepe
kartepe::saglik_kent,saglik kent konutlari sitesi,1,3,"{""saglik kent konutlari sitesi"": 46785.71}",0.0,,kartepe
kartepe::rose_garden,rose garden,1,1,"{""rose garden"": 46575.34}",0.0,,kartepe
kartepe::zeray_effect_kartepe,zeray effect kartepe,1,1,"{""zeray effect kartepe"": 44930.38}",0.0,,kartepe
kartepe::derin_den_ert_gazi_mah,derin'den ert. gazi mah. site,1,1,"{""derin'den ert. gazi mah. site"": 37181.82}",0.0,,kartepe
kartepe::sudeks_dorukkent_sitesi_1,sudeks dorukkent sitesi 1,1,1,"{""sudeks dorukkent sitesi 1"": 40149.25}",0.0,,kartepe
kartepe::sarimese_konaklari,sarimese konaklari sitesi,1,2,"{""sarimese konaklari sitesi"": 47865.725000000006}",0.0,,kartepe
kartepe::480,480 residence sitesi,1,4,"{""480 residence sitesi"": 43125.0}",0.0,,kartepe
kartepe::cinar,cinar sitesi,1,1,"{""cinar sitesi"": 40000.0}",0.0,,kartepe
