county,feature,importance
Başiskele,num__basiskele_detail_group_bucket_median,0.13441149509345257
Başiskele,num__district_m2_group_target_median,0.0862309618272387
Başiskele,num__attr_total_quality_score,0.06029424124161459
Başiskele,num__attr_m2_per_room,0.02265546553090972
Başiskele,num__attr_quality_x_county_income,0.01713686874740669
Başiskele,num__detail_effect_total_mean,0.016618966232687236
Başiskele,num__detail_effect_total_x_attr_quality,0.015909211457564947
Başiskele,num__estimated_monthly_rent_gross,0.013155110684103192
Başiskele,num__district_room_count_target_median,0.013101124105602817
Başiskele,num__attr_quality_x_location_baseline,0.013077835413045098
Başiskele,cat__elevator_Var,0.01214355738907658
Başiskele,num__detail_effect_front_sum,0.011500027849108588
Başiskele,num__dues,0.011371949994307129
Başiskele,num__detail_effect_subtype_mean,0.01110631553338506
Başiskele,num__basiskele_premium_score,0.011104483253260968
Başiskele,num__detail_effect_inside_mean,0.011047764716176986
Başiskele,num__attr_effect_elevator,0.009924039808400344
Başiskele,num__net_m2,0.009769982536034918
Başiskele,num__attr_has_elevator,0.009472356878670483
Başiskele,num__detail_effect_front_mean,0.00940724979814192
Başiskele,num__basiskele_detail_subtype_premium_signal,0.009306644849425054
Başiskele,num__attr_effect_total_quality_bucket,0.008579401425540084
Başiskele,num__detail_effect_subtype_sum,0.008428958368550694
Başiskele,num__gross_m2,0.008290025604526482
Başiskele,num__total_floors,0.00806076105713745
Başiskele,num__location_baseline_vs_trend,0.007882258533800509
Başiskele,cat__elevator_Yok,0.0076204168005222965
Başiskele,num__detail_effect_outside_x_attr_quality,0.007591555834519087
Başiskele,num__location_baseline_m2,0.007406783956426702
Başiskele,num__attr_net_gross_ratio,0.006994937614935063
Başiskele,num__basiskele_detail_total_premium_signal,0.006896878842743889
Başiskele,num__location_baseline_log,0.006888481278015002
Başiskele,cat__usage_status_Mülk Sahibi,0.0060870765044044525
Başiskele,num__detail_effect_inside_x_attr_quality,0.005955514345417884
Başiskele,num__detail_effect_outside_mean,0.005828562773821122
Başiskele,num__net_gross_ratio,0.005586626120224572
Başiskele,num__detail_effect_total_sum,0.0055415805686684074
Başiskele,num__attr_new_building_x_site_inside,0.005535926237417737
Başiskele,num__attr_quality_x_demo_income,0.005070326879795138
Başiskele,num__basiskele_premium_x_new_building,0.00454727931642108
Gölcük,num__district_m2_group_target_median,0.14098058213929188
Gölcük,num__district_room_count_target_median,0.07014845755828053
Gölcük,num__building_age,0.06822210206184515
Gölcük,num__demo_divorced_ratio,0.05156101816899895
Gölcük,num__total_floors,0.049335493259658025
Gölcük,num__detail_effect_district_total_sum,0.04346130256451766
Gölcük,num__detail_effect_total_mean,0.03460781153591499
Gölcük,num__attr_building_age_inverse,0.03284050852133927
Gölcük,num__attr_m2_per_room,0.026947842593694267
Gölcük,num__large_home_detail_premium_x_m2,0.024894995726112187
Gölcük,num__location_baseline_m2,0.02483205584727507
Gölcük,num__trend_count_sale,0.02363245859382212
Gölcük,num__attr_quality_x_demo_income,0.02256111060732822
Gölcük,num__location_baseline_log,0.022540369888132315
Gölcük,num__attr_quality_x_county_income,0.021554656222525292
Gölcük,num__attr_total_quality_score,0.019469957979596716
